날짜,시가*,고가,저가,종가**,거래량,시가총액
27-Aug-20,?108.35,?110.10,?99.58,?99.65,"?4,945,591,011","?18,362,885,945"
26-Aug-20,?108.95,?111.24,?106.78,?108.51,"?1,975,509,254","?19,995,420,373"
25-Aug-20,?113.47,?114.00,?105.21,?108.34,"?6,061,138,867","?19,963,728,655"
24-Aug-20,?111.96,?116.17,?108.42,?113.46,"?5,526,394,136","?20,908,254,744"
23-Aug-20,?109.03,?112.59,?105.78,?111.42,"?4,597,248,928","?20,531,689,198"
22-Aug-20,?108.99,?113.73,?102.05,?109.55,"?4,816,940,866","?20,187,937,180"
21-Aug-20,?117.89,?130.28,?107.03,?109.02,"?11,648,325,047","?20,089,609,475"
20-Aug-20,?104.77,?118.81,?104.76,?117.70,"?5,982,473,531","?21,689,311,142"
19-Aug-20,?114.88,?117.48,?102.04,?104.77,"?6,290,705,247","?19,305,898,810"
18-Aug-20,?104.56,?117.04,?97.59,?113.98,"?7,585,953,187","?21,002,944,933"
17-Aug-20,?115.12,?116.01,?100.69,?106.58,"?6,087,051,586","?19,639,484,075"
16-Aug-20,?119.49,?124.69,?111.55,?115.12,"?7,028,891,395","?21,214,299,171"
15-Aug-20,?117.94,?130.52,?107.66,?120.00,"?13,478,900,609","?22,113,636,555"
14-Aug-20,?82.17,?146.35,?82.14,?118.12,"?46,588,011,361","?21,766,343,890"
13-Aug-20,?76.53,?88.69,?74.60,?82.21,"?10,081,910,684","?15,148,933,885"
12-Aug-20,?71.11,?79.41,?68.24,?76.69,"?6,530,661,920","?14,132,966,343"
11-Aug-20,?69.24,?75.66,?67.67,?70.70,"?4,898,466,252","?13,027,343,057"
10-Aug-20,?73.83,?74.71,?68.93,?69.24,"?2,510,640,323","?12,759,627,700"
09-Aug-20,?70.96,?81.76,?67.64,?73.83,"?10,065,797,148","?13,605,199,480"
08-Aug-20,?62.84,?73.62,?61.20,?71.02,"?9,488,820,226","?13,087,657,993"
07-Aug-20,?59.98,?65.43,?59.65,?62.73,"?8,086,553,617","?11,560,279,073"
06-Aug-20,?58.43,?61.55,?57.09,?60.10,"?3,156,953,878","?11,074,433,203"
05-Aug-20,?57.96,?59.88,?56.90,?58.43,"?3,145,178,811","?10,766,868,786"
04-Aug-20,?61.41,?63.70,?57.76,?57.82,"?7,605,409,082","?10,655,172,527"
03-Aug-20,?53.99,?63.55,?53.41,?61.41,"?7,537,981,379","?11,315,785,707"
02-Aug-20,?56.08,?56.63,?53.30,?53.97,"?7,240,896,788","?9,944,668,281"
01-Aug-20,?55.24,?59.57,?54.62,?56.14,"?7,327,516,046","?10,345,629,487"
31-Jul-20,?54.45,?64.41,?52.89,?55.03,"?12,169,859,314","?10,140,217,503"
30-Jul-20,?50.50,?55.15,?48.44,?54.45,"?3,285,223,054","?10,033,447,576"
29-Jul-20,?49.13,?51.06,?47.29,?50.50,"?2,589,379,876","?9,305,550,853"
28-Jul-20,?50.67,?52.18,?48.27,?49.28,"?3,073,951,168","?9,081,638,224"
27-Jul-20,?57.11,?59.22,?49.07,?50.18,"?5,831,672,573","?9,246,621,784"
26-Jul-20,?50.31,?62.69,?47.61,?57.11,"?9,488,712,881","?10,524,845,420"
25-Jul-20,?51.96,?53.08,?50.26,?50.31,"?4,576,723,122","?9,271,519,644"
24-Jul-20,?55.97,?59.58,?51.18,?52.00,"?6,138,837,568","?9,582,193,540"
23-Jul-20,?58.26,?67.02,?54.59,?55.97,"?14,884,301,320","?10,314,228,184"
22-Jul-20,?47.66,?58.72,?46.89,?58.26,"?6,203,934,620","?10,736,617,582"
21-Jul-20,?43.75,?50.92,?43.40,?47.79,"?5,540,527,134","?8,806,415,397"
20-Jul-20,?36.77,?47.03,?36.35,?43.75,"?3,249,852,009","?8,062,464,388"
19-Jul-20,?33.92,?38.36,?33.16,?36.72,"?818,124,917","?6,732,805,809"
18-Jul-20,?35.09,?36.83,?33.71,?33.92,"?192,827,883","?6,218,953,679"
17-Jul-20,?36.73,?37.39,?34.16,?35.09,"?353,975,867","?6,433,745,997"
16-Jul-20,?36.99,?41.77,?36.08,?36.66,"?1,508,341,694","?6,720,503,471"
15-Jul-20,?36.99,?38.29,?35.11,?37.23,"?935,991,275","?6,825,562,724"
14-Jul-20,?35.45,?37.92,?32.46,?36.99,"?329,775,456","?6,780,749,951"
13-Jul-20,?39.81,?39.97,?35.10,?35.45,"?662,612,929","?6,498,738,007"
12-Jul-20,?38.39,?44.44,?38.18,?39.81,"?957,498,608","?7,299,176,791"
11-Jul-20,?35.99,?39.48,?35.76,?38.32,"?1,046,620,998","?7,025,742,086"
10-Jul-20,?35.79,?37.53,?34.28,?35.92,"?1,377,457,339","?6,586,212,691"
09-Jul-20,?33.92,?37.06,?33.23,?35.79,"?1,527,519,974","?6,561,319,146"
08-Jul-20,?33.87,?35.42,?33.17,?33.92,"?1,752,333,100","?6,218,885,064"
07-Jul-20,?33.97,?34.75,?33.09,?33.87,"?2,934,780,702","?6,209,376,555"
06-Jul-20,?34.35,?35.32,?33.46,?33.97,"?3,197,517,844",?0
05-Jul-20,?33.12,?35.75,?33.12,?34.35,"?2,789,770,486",?0
04-Jul-20,?33.06,?34.74,?32.52,?33.12,"?2,391,057,545",?0
03-Jul-20,?32.72,?35.98,?31.54,?33.06,"?2,545,795,666",?0
02-Jul-20,?36.85,?38.08,?32.52,?32.68,"?3,683,316,834",?0
01-Jul-20,?37.39,?37.56,?35.67,?36.83,"?4,369,638,670",?0
30-Jun-20,?38.49,?40.03,?35.17,?37.44,"?4,939,555,081",?0
29-Jun-20,?39.47,?41.59,?38.36,?38.49,"?5,115,865,035",?0
28-Jun-20,?41.19,?42.59,?39.34,?39.62,"?4,177,367,885",?0
27-Jun-20,?38.72,?43.63,?36.91,?41.19,"?5,047,351,332",?0
26-Jun-20,?44.34,?47.61,?38.03,?38.95,"?5,636,090,280",?0
25-Jun-20,?54.47,?62.44,?42.75,?44.34,"?25,494,598,044",?0
24-Jun-20,?53.34,?54.59,?50.83,?54.20,"?2,930,390,005",?0
23-Jun-20,?52.36,?56.76,?49.02,?53.34,"?4,272,149,499",?0
22-Jun-20,?61.45,?62.60,?51.82,?52.42,"?9,121,801,672",?0
21-Jun-20,?42.28,?72.01,?42.07,?61.23,"?12,340,865,989",?0
20-Jun-20,?42.22,?43.85,?41.36,?42.24,"?2,675,427,378",?0
19-Jun-20,?42.17,?44.05,?41.05,?42.19,"?3,740,333,291",?0
18-Jun-20,?38.65,?43.97,?38.21,?42.31,"?4,025,101,968",?0
17-Jun-20,?38.86,?44.44,?37.82,?38.78,"?2,322,356,470",?0
16-Jun-20,?35.42,?39.79,?35.40,?38.86,"?1,628,128,598",?0
15-Jun-20,?35.87,?35.87,?31.91,?35.43,"?1,216,201,941",?0
14-Jun-20,?36.52,?37.40,?35.14,?35.87,"?1,405,336,510",?0
13-Jun-20,?38.87,?39.04,?35.92,?36.52,"?647,733,808",?0
12-Jun-20,?30.51,?38.73,?30.46,?38.73,"?1,256,213,211",?0
11-Jun-20,?39.13,?40.15,?30.50,?30.50,"?2,523,319,519",?0
10-Jun-20,?41.58,?42.39,?38.53,?39.14,"?2,961,075,785",?0
09-Jun-20,?45.53,?46.45,?39.21,?41.70,"?5,909,544,699",?0
08-Jun-20,?40.89,?47.52,?39.26,?45.30,"?5,748,908,488",?0
07-Jun-20,?36.07,?48.62,?35.87,?40.72,"?5,224,877,368",?0
06-Jun-20,?35.83,?38.32,?35.46,?36.07,"?2,152,607,577",?0
05-Jun-20,?33.64,?36.57,?32.59,?35.77,"?2,036,257,255",?0
04-Jun-20,?32.21,?33.84,?31.57,?33.64,"?893,073,977",?0
03-Jun-20,?31.40,?32.96,?31.09,?32.23,"?2,030,986,191",?0
02-Jun-20,?32.16,?34.27,?30.95,?31.40,"?2,025,484,598",?0
01-Jun-20,?32.64,?34.00,?30.18,?32.16,"?2,487,566,420",?0
31-May-20,?30.10,?35.89,?29.52,?32.78,"?5,290,550,251",?0
30-May-20,?31.86,?32.36,?30.15,?30.21,"?2,290,265,610",?0
29-May-20,?33.57,?36.63,?31.00,?31.87,"?2,381,744,693",?0
28-May-20,?39.62,?42.70,?33.16,?33.16,"?4,911,785,152",?0
27-May-20,?32.85,?48.57,?32.62,?39.66,"?8,773,245,702",?0
26-May-20,?29.56,?35.87,?28.15,?32.85,"?3,130,685,992",?0
25-May-20,?25.75,?31.35,?25.73,?29.59,"?4,740,598,795",?0
24-May-20,?31.13,?35.00,?25.55,?25.74,"?4,152,617,094",?0
23-May-20,?27.80,?32.88,?26.72,?31.07,"?5,099,809,828",?0
22-May-20,?23.89,?28.72,?23.19,?27.78,"?2,973,130,546",?0
21-May-20,?26.69,?28.97,?23.44,?23.89,"?3,172,424,187",?0
20-May-20,?22.78,?31.68,?22.28,?26.62,"?9,373,428,593",?0
19-May-20,?21.63,?24.74,?20.86,?22.78,"?3,355,850,482",?0
18-May-20,?22.41,?22.63,?20.72,?21.77,"?1,407,863,457",?0
17-May-20,?29.19,?29.78,?21.15,?22.44,"?3,298,010,416",?0
16-May-20,?22.55,?32.79,?22.32,?29.23,"?6,175,764,760",?0
15-May-20,?20.15,?23.50,?19.62,?22.58,"?2,290,808,852",?0
14-May-20,?20.16,?20.59,?18.69,?20.15,"?1,689,861,233",?0
13-May-20,?19.10,?20.45,?18.98,?20.16,"?1,982,357,222",?0
12-May-20,?19.34,?22.35,?18.82,?19.10,"?1,410,311,209",?0
11-May-20,?21.39,?21.66,?18.21,?19.43,"?878,037,734",?0
10-May-20,?22.23,?22.30,?20.39,?21.36,"?1,942,055,156",?0
09-May-20,?21.99,?24.10,?21.30,?22.19,"?1,645,264,964",?0
08-May-20,?20.87,?22.10,?20.82,?21.99,"?1,942,801,266",?0
07-May-20,?21.06,?21.57,?20.57,?20.87,"?1,058,952,158",?0
06-May-20,?23.77,?23.77,?20.72,?21.06,"?1,400,041,065",?0
05-May-20,?20.67,?24.26,?20.08,?23.77,"?3,274,326,579",?0
04-May-20,?21.68,?22.25,?19.87,?20.65,"?964,022,926",?0
03-May-20,?21.34,?25.40,?20.45,?21.68,"?3,092,569,714",?0
02-May-20,?22.06,?22.22,?19.74,?21.36,"?1,767,394,553",?0
01-May-20,?19.40,?24.80,?19.17,?22.02,"?4,560,820,952",?0
30-Apr-20,?19.74,?20.14,?19.17,?19.40,"?843,641,716",?0
29-Apr-20,?19.21,?20.01,?19.05,?19.74,"?2,238,349,388",?0
28-Apr-20,?19.15,?19.33,?18.77,?19.20,"?237,713,483",?0
27-Apr-20,?19.03,?19.69,?18.77,?19.15,"?974,893,791",?0
26-Apr-20,?18.47,?19.96,?18.28,?19.03,"?1,273,393,031",?0
25-Apr-20,?18.24,?18.98,?17.83,?18.42,"?1,216,134,267",?0
24-Apr-20,?18.35,?18.74,?17.30,?18.24,"?1,078,395,068",?0
23-Apr-20,?19.19,?20.04,?17.77,?18.36,"?664,103,694",?0
22-Apr-20,?19.08,?20.19,?18.30,?19.19,"?457,571,393",?0
21-Apr-20,?19.38,?21.30,?17.87,?19.19,"?891,102,933",?0
20-Apr-20,?19.26,?20.10,?19.14,?19.36,"?318,450,773",?0
19-Apr-20,?19.19,?19.68,?19.17,?19.26,"?311,316,021",?0
18-Apr-20,?19.10,?19.79,?19.00,?19.19,"?348,804,154",?0
17-Apr-20,?19.37,?19.60,?18.85,?19.10,"?294,334,954",?0
16-Apr-20,?18.86,?19.67,?18.18,?19.37,"?412,368,153",?0
15-Apr-20,?20.04,?20.61,?18.75,?18.87,"?248,537,098",?0
14-Apr-20,?21.27,?21.27,?19.23,?20.04,"?298,603,206",?0
13-Apr-20,?21.83,?21.86,?20.74,?21.27,"?362,074,152",?0
12-Apr-20,?21.42,?22.10,?20.85,?21.83,"?295,553,098",?0
11-Apr-20,?21.43,?21.81,?20.96,?21.42,"?363,827,068",?0
10-Apr-20,?21.76,?22.15,?20.92,?21.43,"?430,635,067",?0
09-Apr-20,?22.55,?22.59,?21.14,?21.76,"?434,610,567",?0
08-Apr-20,?22.81,?22.84,?21.45,?22.56,"?555,373,852",?0
07-Apr-20,?20.13,?22.83,?19.90,?22.80,"?1,071,124,207",?0
06-Apr-20,?19.57,?20.28,?19.37,?20.13,"?193,088,239",?0
05-Apr-20,?19.70,?20.33,?19.14,?19.43,"?329,531,823",?0
04-Apr-20,?19.27,?20.56,?18.99,?19.70,"?347,027,965",?0
03-Apr-20,?19.22,?20.59,?18.93,?19.28,"?110,880,016",?0
02-Apr-20,?19.39,?20.89,?19.05,?19.22,"?370,607,551",?0
01-Apr-20,?19.66,?19.74,?18.92,?19.35,"?91,902,415",?0
31-Mar-20,?19.60,?20.07,?19.40,?19.66,"?288,951,914",?0
30-Mar-20,?19.62,?20.36,?19.12,?19.60,"?141,378,704",?0
29-Mar-20,?20.08,?20.88,?19.25,?19.62,"?355,689,812",?0
28-Mar-20,?21.77,?21.87,?19.38,?20.08,"?153,932,468",?0
27-Mar-20,?21.78,?22.10,?21.30,?21.78,"?156,530,972",?0
26-Mar-20,?21.55,?22.56,?21.11,?21.78,"?368,133,266",?0
25-Mar-20,?21.71,?22.03,?20.45,?21.55,"?325,932,748",?0
24-Mar-20,?24.63,?25.18,?21.26,?21.70,"?963,365,063",?0
23-Mar-20,?20.48,?25.90,?19.56,?24.59,"?1,309,319,811",?0
22-Mar-20,?21.59,?22.15,?20.06,?20.48,"?327,127,014",?0
21-Mar-20,?19.23,?23.05,?19.23,?21.59,"?929,499,650",?0
20-Mar-20,?19.56,?23.50,?18.74,?19.23,"?912,798,212",?0
19-Mar-20,?17.23,?24.05,?16.42,?19.56,"?803,965,757",?0
18-Mar-20,?17.00,?17.36,?16.36,?17.23,"?344,839,009",?0
17-Mar-20,?16.73,?17.48,?16.62,?17.00,"?125,465,702",?0
16-Mar-20,?18.80,?22.40,?16.54,?16.74,"?381,530,303",?0
15-Mar-20,?18.91,?20.94,?18.63,?18.81,"?279,509,825",?0
14-Mar-20,?17.56,?19.42,?17.46,?18.91,"?447,047,444",?0
13-Mar-20,?19.25,?19.25,?13.89,?17.58,"?708,559,791",?0
12-Mar-20,?32.83,?32.83,?19.24,?19.53,"?825,383,379",?0
11-Mar-20,?34.38,?34.61,?31.53,?32.83,"?544,994,109",?0
10-Mar-20,?33.69,?35.14,?33.06,?34.38,"?317,834,176",?0
09-Mar-20,?36.13,?36.41,?32.86,?33.70,"?589,760,629",?0
08-Mar-20,?36.39,?39.68,?35.18,?36.13,"?723,595,427",?0
07-Mar-20,?38.62,?42.49,?35.12,?36.39,"?2,656,144,430",?0
06-Mar-20,?34.46,?38.41,?33.81,?37.92,"?1,078,585,694",?0
05-Mar-20,?33.28,?35.20,?33.22,?34.47,"?400,179,646",?0
04-Mar-20,?34.73,?35.45,?31.65,?33.51,"?836,913,329",?0
03-Mar-20,?31.05,?35.93,?30.65,?34.65,"?1,097,727,863",?0
02-Mar-20,?30.12,?31.03,?30.04,?31.03,"?291,111,874",?0
01-Mar-20,?30.82,?31.26,?29.90,?30.12,"?313,177,318",?0
29-Feb-20,?31.07,?32.14,?30.78,?30.82,"?300,912,503",?0
28-Feb-20,?29.29,?34.64,?29.29,?30.94,"?740,916,068",?0
27-Feb-20,?30.08,?36.53,?26.87,?29.28,"?2,009,984,248",?0
26-Feb-20,?36.49,?37.77,?28.59,?30.08,"?1,427,371,113",?0
25-Feb-20,?33.50,?37.93,?33.31,?36.49,"?1,347,692,381",?0
24-Feb-20,?42.25,?42.34,?33.41,?33.50,"?2,005,764,667",?0
23-Feb-20,?41.94,?43.06,?41.18,?42.26,"?340,832,917",?0
22-Feb-20,?43.84,?44.35,?41.12,?41.94,"?1,062,006,360",?0
21-Feb-20,?44.74,?45.40,?43.26,?43.84,"?1,103,391,330",?0
20-Feb-20,?44.06,?46.34,?42.41,?44.73,"?1,052,445,509",?0
19-Feb-20,?47.09,?49.01,?42.90,?44.05,"?1,503,830,577",?0
18-Feb-20,?45.39,?47.12,?43.77,?47.11,"?1,761,709,214",?0
17-Feb-20,?49.74,?49.90,?43.16,?45.40,"?1,583,524,988",?0
16-Feb-20,?48.82,?55.83,?46.38,?49.72,"?1,991,661,229",?0
15-Feb-20,?57.96,?60.89,?48.27,?48.82,"?2,709,737,824",?0
14-Feb-20,?54.37,?64.42,?50.73,?57.96,"?5,181,254,438",?0
13-Feb-20,?59.32,?62.59,?49.87,?55.36,"?2,726,829,871",?0
12-Feb-20,?57.33,?89.54,?49.39,?59.32,"?11,353,049,024",?0
11-Feb-20,?40.77,?57.35,?38.66,?57.35,"?6,966,291,090",?0
10-Feb-20,?41.33,?43.30,?38.75,?40.77,"?2,013,056,797",?0
09-Feb-20,?42.51,?43.35,?40.98,?41.33,"?1,064,393,056",?0
08-Feb-20,?43.16,?44.03,?41.08,?42.51,"?1,754,552,140",?0
07-Feb-20,?38.85,?44.88,?38.85,?43.66,"?2,491,948,089",?0
06-Feb-20,?41.45,?42.16,?38.37,?38.99,"?2,008,567,072",?0
05-Feb-20,?34.32,?44.18,?34.11,?41.45,"?4,945,665,956",?0
04-Feb-20,?33.46,?34.36,?32.84,?34.32,"?2,170,976,073",?0
03-Feb-20,?32.25,?34.84,?32.01,?33.46,"?1,788,173,385",?0
02-Feb-20,?34.01,?34.37,?32.24,?32.25,"?1,027,681,327",?0
01-Feb-20,?32.55,?34.85,?31.90,?34.01,"?894,209,725",?0
31-Jan-20,?30.02,?34.66,?29.51,?32.56,"?4,234,302,983",?0
30-Jan-20,?28.95,?31.44,?28.53,?30.23,"?1,697,012,446",?0
29-Jan-20,?28.33,?29.99,?28.13,?28.96,"?1,550,642,289",?0
28-Jan-20,?30.31,?30.76,?27.78,?28.32,"?1,653,285,526",?0
27-Jan-20,?28.08,?30.77,?27.60,?30.31,"?1,868,628,542",?0
26-Jan-20,?27.73,?29.88,?27.22,?28.08,"?1,205,006,928",?0
25-Jan-20,?28.18,?28.32,?26.87,?27.73,"?1,237,590,716",?0
24-Jan-20,?27.00,?28.71,?26.18,?28.08,"?1,170,683,186",?0
23-Jan-20,?27.53,?31.90,?25.86,?27.00,"?3,048,783,521",?0
22-Jan-20,?29.61,?30.10,?26.30,?27.53,"?1,053,514,427",?0
21-Jan-20,?29.88,?30.40,?28.95,?29.61,"?1,103,616,422",?0
20-Jan-20,?29.84,?31.37,?29.46,?29.88,"?3,952,556,663",?0
19-Jan-20,?32.39,?32.41,?29.41,?29.84,"?1,704,418,819",?0
18-Jan-20,?31.52,?32.75,?30.46,?32.41,"?1,371,629,404",?0
17-Jan-20,?32.13,?41.99,?29.74,?31.51,"?5,358,967,519",?0
16-Jan-20,?28.00,?33.34,?26.48,?32.13,"?3,039,744,038",?0
15-Jan-20,?30.37,?30.80,?28.02,?28.02,"?2,683,053,486",?0
14-Jan-20,?33.52,?34.99,?29.72,?30.16,"?4,414,392,791",?0
13-Jan-20,?35.30,?35.59,?32.95,?33.53,"?440,400,785",?0
12-Jan-20,?36.39,?36.75,?34.99,?35.32,"?1,180,490,264",?0
11-Jan-20,?35.51,?38.46,?34.70,?36.43,"?2,019,106,541",?0
10-Jan-20,?34.14,?37.97,?34.09,?35.58,"?2,616,450,223",?0
09-Jan-20,?34.34,?37.03,?34.14,?34.22,"?2,071,113,575",?0
08-Jan-20,?35.29,?36.31,?33.52,?34.48,"?2,317,815,494",?0
07-Jan-20,?35.24,?35.83,?34.73,?35.29,"?3,182,145,800",?0
06-Jan-20,?36.23,?36.47,?34.37,?35.24,"?1,835,117,209",?0
05-Jan-20,?35.17,?37.10,?34.94,?36.23,"?1,415,601,101",?0
04-Jan-20,?34.83,?36.03,?34.29,?35.16,"?1,685,462,051",?0
03-Jan-20,?36.49,?36.49,?33.61,?34.83,"?3,802,614,177",?0
02-Jan-20,?34.55,?40.34,?33.98,?36.46,"?912,631,451",?0
01-Jan-20,?35.78,?38.37,?34.23,?35.21,"?2,634,910,302",?0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
